time_now, ball_time, ball_radius, ball_distance, target_pose_time, target_pose_x, target_pose_y, target_waypoint_time, target_waypoint_x, target_waypoint_y, parent_time, parent_pt_x, parent_pt_y, parent_rpy_y, child_time, child_pt_x, child_pt_y, child_rpy_y, rel_tf_time, rel_tf_pt_x, rel_tf_pt_y, rel_tf_rpy_y, target_tf_time, target_tf_pt_x, target_tf_pt_y, target_tf_rpy_y
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
1539000000, 500000000, 11.6217260361, 0.876092851162, 499000000, 0.876092851162, 0.0, 501000000, -0.0238271766184, -0.000729959703935, 539000000, -0.99991862448, -0.000838217551375, 0.000110987212274, 539000000, 0.0444262224071, 0.0276073219017, 0.824025419696, 539000000, 1.04434799755, 0.0283296303549, 0.823914432483, 501000000, 0.976092921223, -9.52835507142e-09, -6.18018807862e-09
